테이블명,테이블 한글명,GRAIN,테이블유형,컬럼명,컬럼 한글명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,TIME_BAND,시간대,VARCHAR,Y,,,시간대 ← VIDEO.TIME_RNG / REBRDC.TIME_RNG_DIV_NM(1순위)·BRDC_TIME(대체). 코어에서 이관(종전 CAST(NULL) 하드코딩),
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CM_POSITION,CM위치,VARCHAR,Y,,,CM위치 ← VIDEO.CM_AREA [VIDEO 전용]. 코어에서 이관,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,RT_TYPE,RT(재방송)유형,VARCHAR,Y,,,RT(재방송)유형 ← REBRDC.RE_BRDC_TY_NM [REBRDC 전용]. 코어에서 이관,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,AD_START_TIME,광고시작시간,VARCHAR,Y,,,광고시작시간 ← VIDEO.AD_STRT_TIME [VIDEO 전용]. 코어에서 이관,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,AD_END_TIME,광고종료시간,VARCHAR,Y,,,광고종료시간 ← VIDEO.AD_END_TIME [VIDEO 전용]. 신규 노출,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,BROADCAST_DATE,송출일,DATE,Y,,,송출일 ← VIDEO.BRDC_DATE / REBRDC.DATE. ⚠️코어 PERF_DATE_SK(실적일)와 구분. 코어에서 이관,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,PROGRAM_NM,프로그램/편성명,VARCHAR,Y,,,프로그램/편성명 ← VIDEO.SCHDL_NM / REBRDC.BRDC_NM,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CHANNEL_COMPANY,채널사,VARCHAR,Y,,,채널사 ← VIDEO.CHNNL_NM / REBRDC.CHNNL_CMPNY,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CHANNEL_COMPANY_TYPE,채널사유형,VARCHAR,Y,,,채널사유형 ← VIDEO.CHNNL_CMPNY_TY_NM [VIDEO 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,SPOT_TYPE,SPOT유형,VARCHAR,Y,,,SPOT유형 ← VIDEO.SPOT_TY [VIDEO 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DURATION_SEC,광고 초수,"NUMBER(9,0)",Y,,,🔴 광고 초수 ← VIDEO.AD_SEC(TEXT→TRY_TO_NUMBER) [VIDEO 전용] — **현재 값 신뢰 금지(O29)**. 적재값이 초로 읽을 수 없는 크기라 「초」로 해석하면 오답이다(µs 해석 유력하나 미확정·현업 확인 대기 · 실측값은 문서10 §26). 원천 HH:MM:SS 표기가 캐스팅에서 무성 소실 → 유효 커버리지와 파싱 시 회복률은 문서10 §26. REBRDC NULL 은 결손 아니라 원천 부재,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DAY_DIV,요일구분 평일/주말,VARCHAR,Y,,,요일구분 평일/주말 ← VIDEO.DAY_DIV_NM [VIDEO 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,PRG_START_TIME,프로그램 시작시간,VARCHAR,Y,,,프로그램 시작시간 ← VIDEO.PRG_STRT_TIME [VIDEO 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CTV_DIV,CTV구분,VARCHAR,Y,,,CTV구분 ← VIDEO.CTV_DIV_NM [VIDEO 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,BRDC_DIV,방송구분,VARCHAR,Y,,,방송구분 ← REBRDC.BRDC_DIV_NM [REBRDC 전용],
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,AD_CNT,광고횟수,"NUMBER(38,0)",Y,,,광고횟수 ← VIDEO·REBRDC.AD_CNT (가산),
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CONV_CALL_CNT,전환콜,"NUMBER(18,4)",Y,,,전환콜 ← VIDEO.CONV_CALL_CNT [VIDEO 전용]. 코어 INBOUND_CALL(인입콜)과 별개 measure,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DVLP_MEMBER_CNT,개발회원수,"NUMBER(18,4)",Y,,,"개발회원수 ← REBRDC.DVLP_MBER_CNT [REBRDC 전용]. ⚠️O16 이관: 종전 코어 AGENCY_CONV_MEMBERS 로 혼입(대행사 전환이 아니라 재방송 개발실적). ⚠️소수 척도 유지 이유: 원천에 0.5 단위 값이 실존해 NUMBER(38,0) 은 반올림으로 총합을 왜곡한다(해당 행·왜곡 규모는 문서10 §26). 원천값 보존 우선",
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DVLP_CNT,개발건수,"NUMBER(18,4)",Y,,,개발건수 ← REBRDC.DVLP_CNT [REBRDC 전용]. ⚠️O16 이관: 종전 코어 AGENCY_CONV_CNT 로 혼입(대행사 전환 아님),
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,AD_VIEW_RT_SRC,대행사 산정 광고시청률,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 광고시청률 ← VIDEO.AD_VIEW_RT [VIDEO 전용]. base 부재로 DW 재계산 불가,
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,CPC_SRC,대행사 산정 CPC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPC ← VIDEO.CPC(TEXT) [VIDEO 전용]. DW 재계산=AD_COST/CLICKS (DEC-9 대조용),
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_BROADCAST,광고성과 위성(방송),AD_PERF_DK (코어 1:1),FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,AD_PERF_DK,광고성과 불변키,VARCHAR,N,"PK,FK",FACT_AD_PERFORMANCE.AD_PERF_DK,GRAIN 1/2 · 코어 조인키(FK→FACT_AD_PERFORMANCE). staging 발급값 승계 — 재계산 금지,
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,CASE_SEQ,GRAIN 2/2 · 사례 순번 1~3,"NUMBER(2,0)",N,PK,,GRAIN 2/2 · 사례 순번 1~3 (원천 CASE1_*~CASE3_* 언피벗축),
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,BIZ_DIV,사업구분,VARCHAR,Y,,,사업구분 ← REBRDC.CASEn_BSNS_DIV_NM,
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,FAMILY_TYPE,가족유형,VARCHAR,Y,,,가족유형 ← REBRDC.CASEn_FAM_TY_NM,
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,APPEAL_POINT,어필포인트,VARCHAR,Y,,,어필포인트 ← REBRDC.CASEn_APPEAL_POINT_NM,
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,CASE_DIV,사례구분,VARCHAR,Y,,,사례구분 ← REBRDC.CASEn_CASE_DIV_NM,
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_BROADCAST_CASE,광고성과 위성(재방송 사례),AD_PERF_DK × CASE_SEQ,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,AD_PERF_DK,광고성과 불변키,VARCHAR,N,"PK,FK",FACT_AD_PERFORMANCE.AD_PERF_DK,"코어 1:1 조인키(GRAIN·PK, FK→FACT_AD_PERFORMANCE). staging 발급값 승계 — 재계산 금지",
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,PAGE_TYPE,페이지유형,VARCHAR,Y,,,페이지유형 ← DGT.PAGE_TYPE_NM,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,AD_GROUP_NM,광고그룹명,VARCHAR,Y,,,광고그룹명 ← DGT.AD_GRP_NM,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,GROUP_DIV,그룹구분,VARCHAR,Y,,,그룹구분 ← DGT.GRP_DIV_NM,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CREATIVE_TYPE,소재유형,VARCHAR,Y,,,소재유형 ← DGT.MATR_TY_NM,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,AD_TYPE_NM,광고유형명(대행사 표기),VARCHAR,Y,,,광고유형명(대행사 표기) ← DGT.AD_TY_NM. ⚠️코어 AD_SOURCE_TYPE(원천 출처축 DIGITAL/VIDEO/REBROADCAST)과 다른 개념,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,READ_CNT,읽음수,"NUMBER(38,0)",Y,,,읽음수 ← DGT.READ_CNT (가산),
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,MEDIA_POTENTIAL_CUST_CNT,매체 잠재고객수,"NUMBER(38,0)",Y,,,매체 잠재고객수 ← DGT.MEDIA_PTNT_CUST_CNT (가산),
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CRM_DEV_CNT,CRM 개발건수,"NUMBER(18,4)",Y,,,CRM 개발건수 ← DGT.CRM_DVLP_CNT (가산),
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CTR_SRC,대행사 산정 CTR,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CTR ← DGT.CTR. DW 재계산=CLICKS/IMPRESSIONS,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CVR_SRC,대행사 산정 CVR,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CVR ← DGT.CVR. DW 재계산=AGENCY_CONV_MEMBERS/CLICKS (O5 확정),
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CPC_SRC,대행사 산정 CPC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPC ← DGT.CPC. DW 재계산=AD_COST/CLICKS,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CPM_SRC,대행사 산정 CPM,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPM ← DGT.CPM. DW 재계산=AD_COST/IMPRESSIONS×1000,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,CPA_SRC,대행사 산정 CPA,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPA ← DGT.CPA. DW 재계산=AD_COST/AGENCY_CONV_CNT,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,DEV_UNIT_PRICE_SRC,대행사 산정 개발단가,"NUMBER(18,2)",Y,,,[비가산 N] 대행사 산정 개발단가 ← DGT.DEV_UNIT_PRICE. DW 재계산=AD_COST/개발건수,
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,VTR_SRC,대행사 산정 VTR,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 VTR ← DGT.VTR. base 부재로 재계산 불가(대조 대상 아닌 유일값),
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성(디지털),AD_PERF_DK (코어 1:1),FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AD_PERF_DK,광고성과 불변키,VARCHAR,N,PK,,불변 비즈니스 식별자,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,PERF_DATE_SK,"실적일 (분석축, FK→DIM_DATE)","NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,"실적일 (분석축, FK→DIM_DATE)",
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,CAMPAIGN_SK,대리키,"NUMBER(38,0)",N,FK,DIM_CAMPAIGN.CAMPAIGN_SK,대리키,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AD_CREATIVE_SK,대리키,"NUMBER(38,0)",N,FK,DIM_AD_CREATIVE.AD_CREATIVE_SK,대리키,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DEVICE_SK,대리키,"NUMBER(38,0)",N,FK,DIM_DEVICE.DEVICE_SK,대리키,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AD_COST,광고비(원),"NUMBER(18,2)",Y,,,광고비(원) . 원천별 컬럼 상이 (#6).,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,IMPRESSIONS,노출수,"NUMBER(38,0)",Y,,,노출수 . DIGITAL 전용 (#23). [사유:원천 부재],
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,CLICKS,CLICKS,"NUMBER(38,0)",Y,,,CLICKS (#24).,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,INBOUND_CALL,INBOUND_CALL,"NUMBER(38,0)",Y,,,INBOUND_CALL (#25).,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AGENCY_CONV_MEMBERS,대행사 전환수(명),"NUMBER(38,0)",Y,,,대행사 전환수(명).,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AGENCY_CONV_CNT,대행사 전환수(건/VU),"NUMBER(18,4)",Y,,,대행사 전환수(건/VU).,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DAY_OF_WEEK,"요일 (degen, AD_DATE 파생)",VARCHAR,Y,,,"요일 (degen, AD_DATE 파생)",
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,WEEK_OF_YEAR,"주차 (degen, AD_DATE 파생)","NUMBER(2,0)",Y,,,"주차 (degen, AD_DATE 파생)",
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,AD_SOURCE_TYPE,광고 원천유형,VARCHAR,Y,,,AD_SOURCE_TYPE.,
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,MKTG_CAMPAIGN_SK,대리키,"NUMBER(38,0)",Y,FK,DIM_MARKETING_CAMPAIGN.MKTG_CAMPAIGN_SK,대리키 (PK),
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,광고성과 코어 팩트,AD_PERF_DK (일자 × 마케팅캠페인 × 소재 × 기기),FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DATE_SK,행동 발생일 YYYYMMDD (FK→DIM_DATE),"NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,행동 발생일 YYYYMMDD (FK→DIM_DATE),
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,IDENTITY_SK,대리키,"NUMBER(38,0)",N,FK,DIM_MEMBER_IDENTITY.IDENTITY_SK,대리키,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,BIGQUERY_EVENT_SK,BigQuery 이벤트 대리키,"NUMBER(38,0)",N,FK,DIM_BIGQUERY_EVENT.BIGQUERY_EVENT_SK,BigQuery 이벤트 분류 (FK→DIM_BIGQUERY_EVENT),
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,BIGQUERY_SOURCE_SK,BigQuery 트래픽소스 대리키,"NUMBER(38,0)",N,FK,DIM_BIGQUERY_SOURCE.BIGQUERY_SOURCE_SK,유입 트래픽소스 (FK→DIM_BIGQUERY_SOURCE),
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DEVICE_SK,접속 디바이스 (FK→DIM_DEVICE),"NUMBER(38,0)",N,FK,DIM_DEVICE.DEVICE_SK,접속 디바이스 (FK→DIM_DEVICE),
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,CAMPAIGN_SK,대리키,"NUMBER(38,0)",N,FK,DIM_CAMPAIGN.CAMPAIGN_SK,대리키,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,PAGE_PATH,페이지경로,VARCHAR,N,,,페이지경로 (#105).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,PAGE_LOCATION,페이지위치,VARCHAR,Y,,,페이지위치 (#106).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,VISITS,방문수(명),"NUMBER(38,0)",Y,,,방문수(명) (#92).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,EVENT_CNT,이벤트수(명),"NUMBER(38,0)",Y,,,이벤트수(명) (#95).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,VIEW_CNT,조회수(명),"NUMBER(38,0)",Y,,,조회수(명) (#96).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,SESSION_CNT,세션수(명),"NUMBER(38,0)",Y,,,세션수(명) (#97).,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,ENGAGED_SESSIONS,참여세션수,"NUMBER(38,0)",Y,,,참여세션수.,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,SCROLL_DEPTH,스크롤깊이 AVG,"NUMBER(9,4)",Y,,,스크롤깊이 AVG (#107) — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,ACTIVE_USERS,활성사용자수(명),"NUMBER(38,0)",Y,,,활성사용자수(명) (#93) — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,TOTAL_USERS,총사용자(명),"NUMBER(38,0)",Y,,,총사용자(명) (#94) — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,AVG_SESSION_DURATION,평균세션시간,"NUMBER(9,4)",Y,,,평균세션시간 (#98) — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,BOUNCE_RATE,이탈율,"NUMBER(9,4)",Y,,,이탈율 (#108) — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,ENGAGEMENT_RATE,참여율,"NUMBER(9,4)",Y,,,참여율 — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,AVG_ENGAGEMENT_TIME_PER_SESSION,세션당 평균참여시간,"NUMBER(9,4)",Y,,,세션당 평균참여시간 — 비가산,
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_BIGQUERY_BEHAVIOR,BigQuery 행동 팩트,DATE_SK × IDENTITY_SK × BIGQUERY_EVENT_SK × BIGQUERY_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
