SILVER_TABLE,COLUMN,STATUS,판정군,소비GOLD모델,SILVER내부소비,근거(실측 2026-08-03)
AGENCY_AD_ROW_REBRDC,CASE1_APPEAL_POINT_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,UPPER_CMPGN_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_SEC,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,DUP_SEQ,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,SPOT_TY,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,PRG_STRT_TIME,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CM_AREA,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CPC,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,DOW,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_STRT_TIME,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,DAY_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,DMST_OVSEA_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,TIME_RNG,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,MATR_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_SOURCE_TYPE,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CONV_CALL_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,ROW_HASH,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,SPNSR_BSNS_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,DUR_PD_MATR_CHN,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CHNNL_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,INBOUND_CALL_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_VIEW_RT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CMPGN_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,SCHDL_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,BSNS_CASE_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_END_TIME,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,MKT_CMPGN_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CTV_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,YEAR,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,ACTL_PUR_AD_COST_KRW,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,WEEK,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,BRDC_MT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,CHNNL_CMPNY_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,BRDC_DATE,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_VIDEO,AD_PERF_DK,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_PERFORMANCE,
CRM_BIZ_TARGET,TARGET_CNT,REFERENCED,,FACT_TARGET_BIZ,,
CRM_BIZ_TARGET,BIZ_TARGET_DK,DROPPED,E→DROP_기술키,FACT_TARGET_BIZ,,[2026-08-04 판정] 원천 시스템 내부 키/일련번호. 분석축·measure 가 아니며 GOLD 는 대리키(SK)+업무키(BK) 규약을 쓴다 → 노출 불요. ⚠️행 식별이 필요한 경우는 degenerate key 로 별도 판정(FEP 사례)
CRM_BIZ_TARGET,CAMPAIGN_NM,REFERENCED,,FACT_TARGET_BIZ,,
CRM_BIZ_TARGET,ORG_NM,REFERENCED,,FACT_TARGET_BIZ,,
CRM_BIZ_TARGET,MONTH_KEY,REFERENCED,,FACT_TARGET_BIZ,,
CRM_BIZ_TARGET,ORG_CD,DROPPED,E_잔여_코드축개별판정,FACT_TARGET_BIZ,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_BIZ_TARGET,TARGET_YEAR,DROPPED,E→DROP_날짜파생,FACT_TARGET_BIZ,,[2026-08-04 판정] 연/월/일 파생값. 차원모델 규약상 날짜 속성은 DIM_DATE 로 conform 한다(GOLD 에 YEAR·MONTH·QUARTER·DAY·FULL_DATE 실재) → 팩트에 중복 저장 불요. DATE_SK/MONTH_KEY 로 이미 배선됨
CRM_BIZ_TARGET,SPONSOR_BIZ_NM,REFERENCED,,FACT_TARGET_BIZ,,
CRM_BIZ_TARGET,MONTH_NO,DROPPED,E→DROP_날짜파생,FACT_TARGET_BIZ,,[2026-08-04 판정] 연/월/일 파생값. 차원모델 규약상 날짜 속성은 DIM_DATE 로 conform 한다(GOLD 에 YEAR·MONTH·QUARTER·DAY·FULL_DATE 실재) → 팩트에 중복 저장 불요. DATE_SK/MONTH_KEY 로 이미 배선됨
CRM_BIZ_TARGET,TARGET_TYPE,REFERENCED,,FACT_TARGET_BIZ,,
CRM_CAMPAIGN,UPPER_CMPGN_CD,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_TYPE1_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_STRT_DE,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_TYPE2_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_CTGR_CD,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,CMPGN_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,MKTG_CMPGN_NM,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,BRND_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_TYPE1_BSN,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,CMPGN_CD,REFERENCED,,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,
CRM_CAMPAIGN,MBER_INFLOW_PATH_CD,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,CMPGN_TRGET_CD,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,CMPGN_CTGR_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,UPPER_CMPGN_YN,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,SPNSR_BSNS_ID,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,MK_CMPGN_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,SPNSR_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,MBER_INFLOW_PATH_NM,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CPR_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,BRND_ID,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CAMPAIGN,PR_MTH_CD,REFERENCED,,DIM_CAMPAIGN,,
CRM_CAMPAIGN,CMPGN_TYPE2_BSN,DROPPED,E_잔여_코드축개별판정,DIM_CAMPAIGN;FACT_MEMBER_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_CODE,UPPER_CD_ID,DROPPED,E→선결배선,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,🔴 배선필요(선결): 채움 100%·321종. DIM_ORG 계층(ORG-H)·DIM_SEND_TYPE(#133~135) 두 작업의 **선결 컬럼**이다. 자체 GOLD 노출이 아니라 계층 전개용
CRM_CODE,USE_YN,DROPPED,E→DROP_기각,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,⚠️ GOLD 에 USE_YN 존재(DIM_REASON). 코드 폐지여부는 **필터로 쓰면 라벨이 조용히 사라진다**(DEC-26 §16-C) → 관측 축으로만 유지
CRM_CODE,DTL_CD_NM,REFERENCED,,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,
CRM_CODE,CD_ID,REFERENCED,,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,
CRM_CODE,SORT_ORDR,DROPPED,E→DROP_기각,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,표시 정렬용(코드 열거 순서) — 분석축 아님
CRM_CODE,DTL_CD_ID,REFERENCED,,DIM_MEMBER;DIM_REASON,CRM_CAMPAIGN;CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_MEMBER_DEV;CRM_MEMBER_DISCONTINUE;CRM_MEMBER_STATUS_HIST;CRM_PAYMENT_METHOD,
CRM_DEV_TARGET,MBER_DVLP_DIV_CD,REFERENCED,,FACT_TARGET_DEV,,
CRM_DEV_TARGET,STDR_MT,REFERENCED,,FACT_TARGET_DEV,,
CRM_DEV_TARGET,STDYY,DROPPED,E→DROP_날짜파생,FACT_TARGET_DEV,,[2026-08-04 판정] 연/월/일 파생값. 차원모델 규약상 날짜 속성은 DIM_DATE 로 conform 한다(GOLD 에 YEAR·MONTH·QUARTER·DAY·FULL_DATE 실재) → 팩트에 중복 저장 불요. DATE_SK/MONTH_KEY 로 이미 배선됨
CRM_DEV_TARGET,DEPT_ID,REFERENCED,,FACT_TARGET_DEV,,
CRM_DEV_TARGET,GOAL_CNT,REFERENCED,,FACT_TARGET_DEV,,
CRM_EVENT,BRNCH_DEPT_ID,DROPPED,E_잔여_코드축개별판정,DIM_EVENT,,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_EVENT,RCRIT_PSNNL_CO,DROPPED,A_해소_차원이관,DIM_EVENT,,"[2026-08-04 DEC-30] 🟢 해소 — DIM_EVENT.RECRUIT_HEADCOUNT 로 이관 + FEP.RECRUIT_CNT DROP 완료. 참여 grain 배선 시 SUM 101.0배 과대계상(행사 참값 4,513,184 vs 456,007,553·최대 3,718참여/행사) → §18-D ② 실패. ⚠️행사 grain 값이므로 WIDE 에서 SUM 금지(행사 단위 MAX/평균)."
CRM_EVENT,EVENT_DIV_CD,REFERENCED,,DIM_EVENT,,
CRM_EVENT,STRT_DE,REFERENCED,,DIM_EVENT,,
CRM_EVENT,EVENT_NM,REFERENCED,,DIM_EVENT,,
CRM_EVENT,EVENT_SOURCE,REFERENCED,,DIM_EVENT,,
CRM_EVENT,EVENT_KEY,REFERENCED,,DIM_EVENT,,
CRM_EVENT,END_DE,REFERENCED,,DIM_EVENT,,
CRM_EVENT_PARTICIPATION,MBER_NO,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,PARTCPT_CHNNL_CD,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,EVENT_KEY,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,PRZWIN_CD,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,PARTCPT_PATH_CD,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,RCPMNY_AMT,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,PARTCPT_SEQ,DROPPED,A_해소_degen키신설,FACT_EVENT_PARTICIPATION,,"[2026-08-04 DEC-30] 🟢 해소 — FEP.PARTCPT_SEQ degenerate key 신설 완료. (EVENT_SK,MEMBER_DK,PARTCPT_SEQ) 가 행 유일 식별(1,134,126=행수). ⚠️전역 순번 아님((행사,SEQ) 201,817) · 음수 20,844행·INT_MIN 1행 → 식별자 전용. ⚠️이 컬럼으로 *_TIMES 를 배선하려던 계획은 철회됐다(DEC-30 §20-C: 인원/횟수 정의 부재 → 문서20 §K)."
CRM_EVENT_PARTICIPATION,PARTCPT_STAT_CD,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_EVENT_PARTICIPATION,PARTCPT_DT,REFERENCED,,FACT_EVENT_PARTICIPATION,,
CRM_MEMBER,ETC_TSTM_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,MBER_STAT_CD,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,EMAIL_RECPTN,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,HMPG_ID,REFERENCED,,DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,
CRM_MEMBER,SEX,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,MEMBER_DK,REFERENCED,,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,
CRM_MEMBER,TSTM_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,REGIST_DEPT_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,MOBLPHON_STAT_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,CPR_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,RELATNSP_DIV_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,REL_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,SEX_NM,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,PSTMTR_RECPTN,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,JOIN_PATH_CD,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,SLRCLD_LRR_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,JOIN_DT,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,EMAIL_STAT_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,CMPGN_CD,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,ENTRPS_NM,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,MEMBER_TYPE,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,MBER_DIV_CD,REFERENCED,,DIM_MEMBER,IDENTITY_MEMBER_XREF,
CRM_MEMBER,MBER_DIV_NM,DROPPED,E→DROP_중복축,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 판정] §18-D ① 같은 역할 컬럼이 GOLD 에 이미 존재 → DIM_MEMBER.MEMBER_TYPE_NAME(MM018 사전조인). 라벨은 코드사전 조인으로 만드는 것이 정본(P31)이므로 원천 라벨 컬럼 미승계는 정상
CRM_MEMBER,ETC_CTTPC_STAT_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
CRM_MEMBER,ETC_CTTPC_REL_CD,DROPPED,E_잔여_코드축개별판정,DIM_MEMBER;DIM_MEMBER_IDENTITY,IDENTITY_MEMBER_XREF,[2026-08-04 1차 분류] 업무 코드 컬럼. 위 4규칙(날짜파생·중복축·기술키·배선후보) 어디에도 해당하지 않아 **개별 판정 대상으로 남긴다**. 판정에는 코드그룹 확정(P29 3원 대조)이 선행돼야 하며 근거 없이 정당화하면 P14 위반
