테이블명,GRAIN,테이블유형,컬럼명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
FACT_AD_DIGITAL,광고성과 위성 — 디지털(DGT) 고유속성 + 대행사 산정 _SRC 7종(비가산),FACT,VTR_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 VTR ← DGT.VTR. base 부재로 재계산 불가(대조 대상 아닌 유일값),
FACT_AD_DIGITAL,광고성과 위성 — 디지털(DGT) 고유속성 + 대행사 산정 _SRC 7종(비가산),FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성 — 디지털(DGT) 고유속성 + 대행사 산정 _SRC 7종(비가산),FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성 — 디지털(DGT) 고유속성 + 대행사 산정 _SRC 7종(비가산),FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_DIGITAL,광고성과 위성 — 디지털(DGT) 고유속성 + 대행사 산정 _SRC 7종(비가산),FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_PERF_DK,VARCHAR,N,PK,,행 식별자(GRAIN·PK) MD5(AD_SOURCE_TYPE|ROW_HASH|DUP_SEQ). 위성 3종 조인키. 발급지점=SILVER.AGENCY_AD_ROW_* (DEC-11),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,PERF_DATE_SK,"NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,"실적일 (분석축, FK→DIM_DATE)",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,CAMPAIGN_SK,"NUMBER(38,0)",N,FK,DIM_CAMPAIGN.CAMPAIGN_SK,"캠페인 (분석축, FK→DIM_CAMPAIGN). ⚠️현재 0 스캐폴드 — Q10 이름매칭 대기",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_CREATIVE_SK,"NUMBER(38,0)",N,FK,DIM_AD_CREATIVE.AD_CREATIVE_SK,"광고소재/매체 (분석축, FK→DIM_AD_CREATIVE). ⚠️현재 0 스캐폴드 — 부분키 매칭 설계 대기",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DEVICE_SK,"NUMBER(38,0)",N,FK,DIM_DEVICE.DEVICE_SK,"디바이스 (분석축, FK→DIM_DEVICE). DEC-10 실배선: 실기기 해시SK / 방송=(해당없음) / 미매핑=0",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_COST,"NUMBER(18,2)",Y,,,광고비(원) (#6). 원천별 컬럼 상이 — COST_TYPE 은 SILVER 보유,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,IMPRESSIONS,"NUMBER(38,0)",Y,,,노출수 (#23). DIGITAL 전용(방송 원천 부재),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,CLICKS,"NUMBER(38,0)",Y,,,"클릭수(행동 횟수, ≠회원명) (#24). DIGITAL 전용. CTR 분자 공#9",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,INBOUND_CALL,"NUMBER(38,0)",Y,,,"인입콜 (#25). REBRDC(TEXT→TRY_TO_NUMBER)·VIDEO 보유, DGT 부재",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,GA_CONV_MEMBERS,"NUMBER(38,0)",Y,,,GA전환수(명) — **DIGITAL 전용**. ⚠️O16 교정 2026-07-28: 종전 REBRDC 개발회원수가 혼입돼 합계의 상당 부분을 차지했다(혼입 비중은 문서10 §26 · 재방송 개발실적은 FACT_AD_BROADCAST.DVLP_MEMBER_CNT 로 이관),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,GA_CONV_CNT,"NUMBER(18,4)",Y,,,"GA전환수(건/VU) — **DIGITAL 전용**. ⚠️O16 교정 2026-07-28: 종전 REBRDC 개발건수가 혼입돼 합계의 과반을 차지했다(혼입 비중은 문서10 §26) → FACT_AD_BROADCAST.DVLP_CNT 로 이관. 합계 소수=비건수, 어의 현업확인 잔여(O5)",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DAY_OF_WEEK,VARCHAR,Y,,,"요일 (degen, AD_DATE 파생)",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,WEEK_OF_YEAR,"NUMBER(2,0)",Y,,,"주차 (degen, AD_DATE 파생)",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_SOURCE_TYPE,VARCHAR,Y,,,광고유형 DIGITAL/VIDEO/REBROADCAST (degen). 출처 명시축(DEC-8·§3-A-4) — DW_SOURCE_SYSTEM(시스템 출처)과 2단 추적. DEVICE_TYPE=(해당없음) 행의 방송 여부 판별 수단,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,MKTG_CAMPAIGN_SK,"NUMBER(38,0)",Y,FK,DIM_MARKETING_CAMPAIGN.MKTG_CAMPAIGN_SK,[O45] 마케팅캠페인 대리키 (FK→DIM_MARKETING_CAMPAIGN). 광고↔CRM 결합축. 도달·미도달 커버리지는 문서10 §26 이며 미도달은 0(미매핑) — 이 버킷을 「미집행」으로 읽지 말 것. 🔴개발캠페인(CAMPAIGN_SK) grain 결합 금지 — 대규모 팬아웃(배수·행수는 문서10 §26),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,MONTH_KEY,"NUMBER(6,0)",N,FK,DIM_DATE(MONTH_KEY) ※비강제(월conform/비유일),"예산월 YYYYMM (FK→DIM_DATE, 월 conform)","타입(6,0)≠DATE_SK(8,0) — DIM_DATE 월초행/월 conform 뷰 경유 조인"
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,ORG_SK,"NUMBER(38,0)",N,FK,DIM_ORG.ORG_SK,조직 (FK→DIM_ORG),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,BUDGET_ITEM_SK,"NUMBER(38,0)",N,FK,DIM_BUDGET_ITEM.BUDGET_ITEM_SK,예산 세세목 (FK→DIM_BUDGET_ITEM),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,CAMPAIGN_SK,"NUMBER(38,0)",Y,FK,DIM_CAMPAIGN.CAMPAIGN_SK,캠페인 (FK→DIM_CAMPAIGN),선택 grain 미확정(O3)
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,SPONSORSHIP_SK,"NUMBER(38,0)",Y,FK,DIM_SPONSORSHIP.SPONSORSHIP_SK,후원사업 (선택 FK→DIM_SPONSORSHIP),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,PLAN_BUDGET_MONTH,"NUMBER(18,2)",Y,,,편성예산(월),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,PLAN_BUDGET_YEAR,"NUMBER(18,2)",Y,,,편성예산(연),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,EXEC_BUDGET_ERP,"NUMBER(18,2)",Y,,,집행예산(ERP),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,EXEC_BUDGET_EST,"NUMBER(18,2)",Y,,,집행예산(추정),
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,FUNDRAISING_COST,"NUMBER(18,2)",Y,,,모금성비용,
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,AD_COST,"NUMBER(18,2)",Y,,,광고비,
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_BUDGET,MONTH_KEY × ORG × BUDGET_ITEM_SK [×CAMPAIGN],FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,MONTH_KEY,"NUMBER(6,0)",N,PK,,목표·실적 공통 월키 YYYYMM (월 conform 축),
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,CAL_YEAR,"NUMBER(4,0)",Y,,,FLOOR(MONTH_KEY/100) — 연도,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,CAL_MONTH,"NUMBER(2,0)",Y,,,"MOD(MONTH_KEY,100) — 월",
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ORG_SK,"NUMBER(38,0)",N,PK,,조직 대리키 (FK→DIM_ORG). 실적측은 실적부서(ACMSLT_DEPT_CD) 기준,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ORG_DEPARTMENT,VARCHAR,Y,,,부서명 (정본 #116) — 장표 첫 축. DIM_ORG.DEPARTMENT,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ORG_DIVISION,VARCHAR,Y,,,DIM_ORG.DIVISION — 실적지부. ⚠️산출규칙 미확정으로 전건 NULL (CONF-4),
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ORG_TEAM,VARCHAR,Y,,,DIM_ORG.TEAM — 팀. ⚠️보류로 전건 NULL (CONF-4),
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ORG_CORP,VARCHAR,Y,,,DIM_ORG.CORP — 법인. ⚠️부서 차원에서 산출 불가로 전건 NULL (CONF-4),
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DEV_TYPE,VARCHAR,N,PK,,개발구분 코드 (MM015 중 1신규·2증액·4재후원). 정본 공#121 개발 정의와 일치하는 축 — 목표·실적 공통,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DEV_TYPE_NAME,VARCHAR,Y,,,개발구분명 (MM015 라벨). 코드는 DEV_TYPE,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,GOAL_CNT,"NUMBER(18,4)",Y,,,월 회원개발목표(건) — 장표 「월 목표」. 원천 CRM TM_CM_MBER_DVLP_GOAL,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ACTUAL_CNT,"NUMBER(18,4)",Y,,,월 개발실적(건) — 장표 「월 실적」. FME.DEV_CNT 월 롤업(코드 1·2·4 한정),
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,GOAL_CNT_YTD,"NUMBER(18,4)",Y,,,(누계)월 목표(건) — 당해년 1월~당월 누적. 🔴월 비가산 — 월을 가로질러 합산 금지,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ACTUAL_CNT_YTD,"NUMBER(18,4)",Y,,,(누계)월 실적(건) — 당해년 1월~당월 누적. 🔴월 비가산,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,GOAL_CNT_YEAR,"NUMBER(18,4)",Y,,,연 목표(건) — 당해년 12개월 합. 별도 저장 지표가 아니라 월 목표의 연 합계다(정본 공#3). 🔴월 비가산,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,ACTUAL_CNT_YEAR,"NUMBER(18,4)",Y,,,연 실적(건) — 당해년 12개월 합. 🔴월 비가산,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,HAS_GOAL_ROW,BOOLEAN,Y,,,목표 **행**의 존재 여부 — 값이 0 이거나 NULL 이어도 TRUE 다. 🔴**달성율 스코프로 쓰지 말 것**: 원천이 2020년부터 부서×월×개발구분 조합을 전량 행 생성하고 미편성분을 0 으로 채우므로 목표 행의 과반이 0 이다. 이 플래그로 분자를 스코프하면 목표 0 행의 실적이 분모 없이 분자에 들어가 달성율이 폭증한다(실측 확인 후 교정). 달성율은 HAS_POSITIVE_GOAL 을 쓴다. 이 컬럼의 용도는 「목표 행 자체가 없는 조합」(=FALSE)을 찾는 것이다,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,HAS_POSITIVE_GOAL,BOOLEAN,Y,,,🟢**목표가 실제로 편성됐는지**(GOAL_CNT>0) — 달성율 분모·분자 스코프의 **정본**이다. 목표 미편성 부서·월의 실적이 분자에 섞이면 달성율이 조용히 과대해진다(P18·P63). SV_DEV_ACHIEVEMENT.ACHIEVEMENT_RATE 는 이 조건을 식에 못박아 두었으므로 소비 시 별도 필터가 불필요하다. ⚠️FALSE 는 「목표 0 건으로 명시」와 「목표 미입력(원천 NULL)」을 함께 담는다 — 구분이 필요하면 FACT_TARGET_DEV.GOAL_CNT IS NULL 로 팩트에서 본다,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,HAS_ACTUAL,BOOLEAN,Y,,,실적 발생 여부. FALSE 는 목표만 편성된 월(미래월 포함)이다 — 실적 0 으로 읽되 「미달」로 단정하지 말 것,
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_DEV_ACHIEVEMENT,MONTH_KEY×ORG_SK×DEV_TYPE,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,DATE_SK,"NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,참여일 YYYYMMDD (FK→DIM_DATE),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,MEMBER_DK,VARCHAR,N,"DK,FK",DIM_MEMBER(MEMBER_DK) ※비강제(SCD2/비유일),참여 회원 (불변키),SCD2 다중버전 — 현재행(IS_CURRENT) 경유 조인(중복 주의); [실측06-30]VARCHAR(10)
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,EVENT_SK,"NUMBER(38,0)",N,FK,DIM_EVENT.EVENT_SK,행사 (FK→DIM_EVENT),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,CAMPAIGN_SK,"NUMBER(38,0)",Y,FK,DIM_CAMPAIGN.CAMPAIGN_SK,"분석축(캠페인) — 🔴 전건 0 하드코딩(미배선). 차단=O8 다중캠페인 귀속규칙 현업 미회신. 0 은 (미매핑) 센티넬이며 ""캠페인 없음"" 아님",
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,SPONSORSHIP_SK,"NUMBER(38,0)",Y,FK,DIM_SPONSORSHIP.SPONSORSHIP_SK,분석축(후원사업) — 🔴 전건 0 하드코딩(미배선). 차단=O8 동일 게이트. 0 은 (미매핑) 센티넬,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,TOTAL_CNT,"NUMBER(38,0)",Y,,,총인원 — 🔴 전건 0(미배선). 원인=O28 코드체계 미확정. 0 을 실측값으로 읽지 말 것,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,WAIT_CNT,"NUMBER(38,0)",Y,,,대기인원 — 🔴 전건 0(미배선). 원인=O28 코드체계 미확정,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,CANCEL_CNT,"NUMBER(38,0)",Y,,,취소인원 — 🔴 전건 0(미배선). 원인=O28 코드체계 미확정,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,CONFIRM_CNT,"NUMBER(38,0)",Y,,,신청확정인원 — 🔴 전건 0(미배선). 원인=O28 코드체계 미확정,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PARTICIPATE_CNT,"NUMBER(38,0)",Y,,,참여인원 — ⚠️행당 상수 1 하드코딩(집계 아님). 취소·불참 행도 1,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,ABSENT_CNT,"NUMBER(38,0)",Y,,,불참인원 — 🔴 전건 0(미배선). 원인=O28 코드체계 미확정,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PARTICIPANT_CNT,"NUMBER(38,0)",Y,,,참여자수 — ⚠️행당 상수 1(=행수). 회원 중복 미제거 → 명수는 COUNT(DISTINCT MEMBER_DK),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PARTICIPATION_TIMES,"NUMBER(38,0)",Y,,,참여횟수 — 🔴 전건 0(미배선). 🟢 PARTCPT_SEQ 로 O28 무관하게 산출 가능,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,WAIT_TIMES,"NUMBER(38,0)",Y,,,대기횟수 — 🔴 전건 0(미배선). O28 확정 후 산출,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,ABSENT_TIMES,"NUMBER(38,0)",Y,,,불참횟수 — 🔴 전건 0(미배선). O28 확정 후 산출,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,CUM_APPLY_TIMES,"NUMBER(38,0)",Y,,,누적신청 횟수 — 🔴 전건 0(미배선). PARTCPT_SEQ 기반 산출 가능(O28 무관),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,REGULAR_DONATION,"NUMBER(18,2)",Y,,,정기후원금(원),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,WIN_FLAG,BOOLEAN,Y,,,당첨여부,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,SELF_PART_FLAG,BOOLEAN,Y,,,본인참여 — 🔴 전건 NULL(미배선). 원천 대응 미확정,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_STATUS,VARCHAR,Y,,,🔴 참여상태 — 코드체계 2개 혼입(O28). 일반행사=MS304(110 Success·120 Fail·130~220 N_step_right/fail) / 캠페인행사=소정수 1~6(의미 미확정·문서20 §I) — 체계별 규모는 문서10 §26. 판별자=EVENT_KEY 접두(고아가 있어도 안전). 두 체계 합산·GROUP BY 금지 · 한글 비교는 0행,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_PATH,VARCHAR,Y,,,참여경로(05 3-5),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_CHANNEL,VARCHAR,Y,,,참여채널(05 3-5),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,INCREASE_FLAG,BOOLEAN,Y,,,증액여부 — 🔴 전건 NULL(미배선). 정소재지는 FACT_MEMBER_EVENT.DVLP_DIV_CD(MM015 코드2),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,EVENT_BK,VARCHAR,Y,BK,,"[DEC-30] degenerate key — 원천 행사키 ← CRM_EVENT_PARTICIPATION.EVENT_KEY(전건 채움). 🔴고아 행사 식별자 보존용: 마스터 부재 행사의 행이 EVENT_SK=0 으로 뭉개져 서로 구별되지 않았다(고아 규모·SILVER 대비 종수는 문서10 §26). 🔷(EVENT_BK,MEMBER_DK,PARTCPT_SEQ) 가 행 유일 식별 — EVENT_SK 로는 키 충돌이 발생한다(규모는 문서10 §26). ⚠️접두(EVENT_/CRMN_)가 O28 코드체계 판별자",
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PARTCPT_SEQ,"NUMBER(38,0)",Y,,,"[DEC-30] degenerate key — 참여 일련번호 ← CRM_EVENT_PARTICIPATION.PARTCPT_SEQ(전건 채움). 🔷(EVENT_SK,MEMBER_DK,PARTCPT_SEQ) 가 행을 유일 식별 — (행사,회원)만으로는 중복이 남는다(규모는 문서10 §26). ⚠️전역 순번 아님 · 음수와 INT_MIN 값이 실존한다(규모는 문서10 §26) → 식별자 전용, 정렬·범위조건 금지",
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_STATUS_GROUP,VARCHAR,Y,,,참여상태 코드군 ID (조인키 · 일반행사→MS304 · 캠페인행사→MS006). 🔴O28 다체계의 **구조적 해소축**이다 — PART_STATUS 단독 필터·GROUP BY 는 두 체계를 섞는다(판별자 = 이 컬럼 또는 EVENT_BK 접두). 🔴두 원천의 「참여」 정의 자체가 다르므로 합산 금지,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_STATUS_NAME,VARCHAR,Y,,,참여상태 라벨 (CRM_CODE 조인). ⚠️일반행사(MS304) 라벨은 코드사전에 **영문**으로 등록돼 있다(Success·N_step_right 계열) — 현업 한글 표기 회신 대기(문서20 §M-1)이며 우리가 창작하지 않았다. 미등재·오염 코드는 NULL,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_PATH_GROUP,VARCHAR,Y,,,참여경로 코드군 ID (조인키 · 일반행사→MS303 · 캠페인행사→MS004=신청경로). 🟢운영서버 코드사전 대조로 확정(2026-08-11 · 등급 C→B) — 조건부 적용은 해소됐고 롤백은 발동하지 않았다,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_PATH_NAME,VARCHAR,Y,,,참여경로 라벨 (CRM_CODE 조인 · 코드군 확정). 미등재·오염 코드는 NULL 유지,
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_CHANNEL_GROUP,VARCHAR,Y,,,참여채널 코드군 ID (조인키 · 일반행사→MS302 · 등급 B 배타 확정). 캠페인행사는 원천에 채널 축이 없어 NULL(구조적 부재 · P21),
FACT_EVENT_PARTICIPATION,DATE_SK × MEMBER_DK × EVENT_SK,FACT,PART_CHANNEL_NAME,VARCHAR,Y,,,참여채널 라벨 (CRM_CODE 조인). 미등재·오염 코드는 NULL 유지,
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DATE_SK,"NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,행동 발생일 YYYYMMDD (FK→DIM_DATE),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,IDENTITY_SK,"NUMBER(38,0)",N,FK,DIM_MEMBER_IDENTITY.IDENTITY_SK,방문자 회원식별 (FK→DIM_MEMBER_IDENTITY),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,GA_EVENT_SK,"NUMBER(38,0)",N,FK,DIM_GA_EVENT.GA_EVENT_SK,GA 이벤트 분류 (FK→DIM_GA_EVENT),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,GA_SOURCE_SK,"NUMBER(38,0)",N,FK,DIM_GA_SOURCE.GA_SOURCE_SK,유입 트래픽소스 (FK→DIM_GA_SOURCE),
