# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-02
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
CRM,SND_MEMBER_LIST,DEPT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,CURRENT_BRND,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,CURRENT_UPPER_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,CURRENT_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,FIRST_UPPER_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,FIRST_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,LAST_TOP_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,LAST_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,MSG_KEY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,CINFO,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,RESPONSED_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,RESPONSED_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,SYNCED_AT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,CALL_STATUS,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `SEND_RESULT_CD` (FACT_SERVICE_EVENT.sql)
CRM,SND_MEMBER_LIST,REAL_SEND_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,LAST_UPPER_CMPGN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_MEMBER_LIST,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_MEMBER_LIST,OPEN_DT,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,SND_REQ_MST,SEQ_NO,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,SEND_GBN_TOP,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,SND_REQ_MST,SEND_GBN_MID,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,SND_REQ_MST,SEND_GBN_BOT,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,SND_REQ_MST,SEND_TITLE,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,SND_REQ_MST,MSG_TYPE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,TMPL_CODE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,AUTHOR,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,CREATE_DATE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,CONDITION_TITLE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,CALL_NUMBER,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,ALT_SMS_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,REGULARLY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,PERIODIC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,PERIODIC_WEEK,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,PERIODIC_DAY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SEND_DATE,DATE,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,SEND_TIME,TIME,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SEND_MIN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SEND_SPLIT_TYPE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,DIVIDE,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,DIVIDE_UNIT,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,CORP_TYPE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,AUTO_TYPE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,SND_REQ_MST,REG_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,MOD_DATE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,INIT_REG_DATE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,LAST_SEND_DATE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,APPR_STATUS,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,CREATE_DEPT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SENDER_EMAIL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,RCPT_LIST,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SEND_STATUS,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,SND_REQ_MST,SEND_CNT,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,FAIL_CNT,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,LAST_ERR,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,END_DATE,DATE,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,PAPER_YEAR,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,MENU_CODE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SEND_GBN_TOP_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,SND_REQ_MST,SEND_GBN_MID_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,SND_REQ_MST,SEND_GBN_BOT_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,SND_REQ_MST,TARGET_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,SND_REQ_MST,SEND_ROUND,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,EXTRA,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,ASSIGN_TARGET_CNT,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,FIRST_SEQ_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,JOB_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SYNCED_AT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,REG_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,SERVICE_MENU_CODE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,SND_REQ_MST,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,SND_REQ_MST,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,CD_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_CD,CD_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,CD_DC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,SORT_ORDR,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_CD,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_CD,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TC_CMMN_CD,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TC_CMMN_CD,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_CD,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TC_CMMN_CD,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,CD_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,DTL_CD_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,DTL_CD_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,DTL_CD_DC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,SORT_ORDR,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TC_CMMN_DTL_CD,CD_ATRB1,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,CD_ATRB2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,CD_ATRB3,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TC_CMMN_DTL_CD,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TC_CMMN_DTL_CD,UPPER_CD_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TC_CMMN_DTL_CD,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TC_CMMN_DTL_CD,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,TMPLAT_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,BTN_SEQ,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,BTN_TY_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,BTN_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,ANDROID_URL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,IOS_URL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,MOBILE_URL,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_AT_TMPLAT_BTN_LIST,PC_URL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_AT_TMPLAT_BTN_LIST,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_AT_TMPLAT_BTN_LIST,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_AT_TMPLAT_BTN_LIST,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,CRMN_CD,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_CRMN_PRTCPNT,PRTCPNT_KEY,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_CRMN_PRTCPNT,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_CRMN_PRTCPNT,RQST_PATH_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_CRMN_PRTCPNT,PARTCPT_TIME_CO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,PARTCPT_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_CRMN_PRTCPNT,SELF_PARTCPT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,RCPMNY_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,RCPMNY_DATE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,REFND_DATE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,RQST_DATE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,PARTCPT_DATE,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_CRMN_PRTCPNT,RCPMNY_AMT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_CRMN_PRTCPNT,ACMPNY_PARTCPT_CO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_CRMN_PRTCPNT,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_CRMN_PRTCPNT,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_CRMN_PRTCPNT,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_CRMN_PRTCPNT,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_LQY_SNDNG,MSG_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,MKT_TRGET_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_LQY_SNDNG,SUCCES_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_LQY_SNDNG,FAILR_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_LQY_SNDNG,RECPTN_CNT,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_STRT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_END_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,INFLOW_PATH_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_YEAR_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_MT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SNDNG_TEAM_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SUCCES_FAILR_CNT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,URL_OTHBC_CNT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,URL_OTHBC_RT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SESION_VU_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,SESION_PGE_CNT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,DVLP_ACMSLT_CNT_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,CLOS_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_EMAIL_LQY_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_LQY_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_EMAIL_LQY_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_SNDNG_DTLS,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_SNDNG_DTLS,SNDNG_DTL_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_SNDNG_DTLS,SNDNG_DE,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_SNDNG_DTLS,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_SNDNG_DTLS,SNDNG_RST_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EMAIL_SNDNG_DTLS,ATCHFL_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_SNDNG_DTLS,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_SNDNG_DTLS,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_EMAIL_SNDNG_DTLS,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_SNDNG_DTLS,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EMAIL_SNDNG_DTLS,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_EMAIL_SNDNG_DTLS,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,EVENT_CD,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_EVENT_PRTCPNT_DTL,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,PARTCPT_SEQ,NUMBER,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TD_MS_EVENT_PRTCPNT_DTL,EVENT_PARTCPT_DIV_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,PRZWIN_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
